"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"YXXZJDZ9","journalArticle","2022","Singh, Ajeet; Jain, Anurag","An efficient credit card fraud detection approach using cost-sensitive weak learner with imbalanced dataset","COMPUTATIONAL IN℡LIGENCE","","0824-7935","10.1111/coin.12555","","The usage of credit cards is increasing in the digitization era to purchase goods online or offline, and the number of fraudulent credit card transactions has also increased. Fraudulent transaction detection is a big issue in the credit card domain because the data set is highly imbalanced. The performance of traditional classification techniques has decreased due to this issue. Therefore, a dynamic fraud detection system is required to overcome this issue. This article proposes an efficient cost-sensitive weak learner approach with a bagging and random forest classifier (CSWLB) to minimize misclassification problems and overcome the class imbalance issue. The proposed CSWLB approach is included in an adaptive algorithmic method (cost-sensitive) with two weak learner ensembles (bagging-random forest), which assigns high weight to the fraudulent transactions using the cost-sensitive learning classifier and generates weight bags using a bagging ensemble classifier. Therefore, the random forest classifier has been implemented on the weight bags to improve classification accuracy. The proposed approach's effectiveness and efficiency have been computed on the Brazilian credit card data set. Its results have been compared with sampling, cost-sensitive, and machine learning techniques. The proposed CSWLB approach obtained 765 total costs and 97.361% accuracy. The experimental results show that the proposed approach has outperformed compared to other techniques.","2022-12","2025-10-26 22:29:04","2025-10-26 22:29:04","","2035-2055","","6","38","","","","","","","","WILEY","","English","","","","","","","Place: 111 RIVER ST, HOBOKEN 07030-5774, NJ USA Type: Article","","","","credit card fraud detection; ensemble; bagging; cost-sensitive learning; sampling; weak learner","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DQPBX2HQ","journalArticle","2021","Ikeda, Chie; Ouazzane, Karim; Yu, Qicheng; Hubenova, Svetla","New Feature Engineering Framework for Deep Learning in Financial Fraud Detection","INTERNATIONAL JOURNAL OF ADVANCED COMPUTER SCIENCE AND APPLICATIONS","","2158-107X","","","The total losses through online banking in the United Kingdom have increased because fraudulent techniques have progressed and used advanced technology. Using the history transaction data is the limit for discovering various patterns of fraudsters. Autoencoder has a high possibility to discover fraudulent action without considering the unbalanced fraud class data. Although the autoencoder model uses only the majority class data, in our hypothesis, if the original data itself has various feature vectors related to transactions before inputting the data in autoencoder then the performance of the detection model is improved. A new feature engineering framework is built that can create and select effective features for deep learning in remote banking fraud detection. Based on our proposed framework [19], new features have been created using feature engineering methods that select effective features based on their importance. In the experiment, a real-life transaction dataset has been used which was provided by a private bank in Europe and built autoencoder models with three different types of datasets: With original data, with created features and with selected effective features. We also adjusted the threshold values (1 and 4) in the autoencoder and evaluated them with the different types of datasets. The result demonstrates that using the new framework the deep learning models with the selected features are significantly improved than the ones with original data.","2021-12","2025-10-26 22:29:04","2025-10-26 22:29:04","","10-21","","12","12","","","","","","","","SCIENCE & INFORMATION SAI ORGANIZATION LTD","","English","","","","","","","Place: 19 BOLLING RD, BRADFORD, WEST YORKSHIRE, 00000, ENGLAND Type: Article","","","","online banking; feature engineering; deep learning; Financial fraud; autoencoder; unbalanced class data","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CA8M33WP","journalArticle","2022","Mienye, Ibomoiye Domor; Sun, Yanxia","A Survey of Ensemble Learning: Concepts, Algorithms, Applications, and Prospects","IEEE ACCESS","","2169-3536","10.1109/ACCESS.2022.3207287","","Ensemble learning techniques have achieved state-of-the-art performance in diverse machine learning applications by combining the predictions from two or more base models. This paper presents a concise overview of ensemble learning, covering the three main ensemble methods: bagging, boosting, and stacking, their early development to the recent state-of-the-art algorithms. The study focuses on the widely used ensemble algorithms, including random forest, adaptive boosting (AdaBoost), gradient boosting, extreme gradient boosting (XGBoost), light gradient boosting machine (LightGBM), and categorical boosting (CatBoost). An attempt is made to concisely cover their mathematical and algorithmic representations, which is lacking in the existing literature and would be beneficial to machine learning researchers and practitioners.","2022","2025-10-26 22:29:04","2025-10-26 22:29:04","","99129-99149","","","10","","","","","","","","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","","English","","","","","","","Place: 445 HOES LANE, PISCATAWAY, NJ 08855-4141 USA Type: Article","","","","classification; Machine learning; Boosting; Classification algorithms; machine learning; Machine learning algorithms; Computational modeling; Prediction algorithms; fraud detection; Algorithms; ensemble learning; Bagging; Learning systems; medical diagnosis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"97YJFYLN","journalArticle","2023","Breskuviene, Dalia; Dzemyda, Gintautas","Categorical Feature Encoding Techniques for Improved Classifier Performance when Dealing with Imbalanced Data of Fraudulent Transactions","INTERNATIONAL JOURNAL OF COMPUTERS COMMUNICATIONS & CONTROL","","1841-9836","10.15837/ijccc.2023.3.5433","","Fraudulent transaction data tend to have several categorical features with high cardinality. It makes data preprocessing complicated if categories in such features do not have an order or meaningful mapping to numerical values. Even though many encoding techniques exist, their impact on highly imbalanced massive data sets is not thoroughly evaluated.Two transaction datasets with an imbalance lower than 1% of frauds have been used in our study. Six encoding methods were employed, which belong to either target-agnostic or target-based groups. The experimental procedure has involved the use of several machine-learning techniques, such as ensemble learning, along with both linear and non-linear learning approaches.Our study emphasizes the significance of carefully selecting an appropriate encoding approach for imbalanced datasets and machine learning algorithms. Using target-based encoding techniques can enhance model performance significantly. Among the various encoding methods assessed, the James-Stein and Weight of Evidence (WOE) encoders were the most effective, whereas the CatBoost encoder may not be optimal for imbalanced datasets. Moreover, it is crucial to bear in mind the curse of dimensionality when employing encoding techniques like hashing and One-Hot encoding.","2023-05","2025-10-26 22:29:04","2025-10-26 22:29:04","","","","3","18","","","","","","","","CCC PUBL-AGORA UNIV","","English","","","","","","","Place: PIATA TINERETULUI 8, ORADEA, JUD, BIHOR, 410526, ROMANIA Type: Article","","/Users/damaral/Zotero/storage/LNPBUQT7/Breskuviene and Dzemyda - 2023 - Categorical Feature Encoding Techniques for Improved Classifier Performance when Dealing with Imbala.pdf","","fraud detection; imbalanced data; classifier; feature encoding; high-cardinality","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X7KFNYSR","journalArticle","2023","Bockel-Rickermann, Christopher; Verdonck, Tim; Verbeke, Wouter","Fraud analytics: A decade of research Organizing challenges and solutions in the field","EXPERT SYSTEMS WITH APPLICATIONS","","0957-4174","10.1016/j.eswa.2023.120605","","The literature on fraud analytics and fraud detection has seen a substantial increase in output in the past decade. This has led to a wide range of research topics and overall little organization of the many aspects of fraud analytical research. The focus of academics ranges from identifying fraudulent credit card payments to spotting illegitimate insurance claims. In addition, there is a wide range of methods and research objectives. This paper aims to provide an overview of fraud analytics in research and aims to organize the discipline and its many subfields. We analyze a sample of almost 300 records on fraud analytics published between 2011 and 2020. In a systematic way, we identify the most prominent domains of application, challenges faced, performance metrics, and methods used. In addition, we build a framework for fraud analytical methods and propose a keywording strategy for future research. One of the key challenges in fraud analytics is access to public datasets. To further aid the community, we provide eight requirements for suitable data sets in research motivated by our research. We structure our sample of the literature in an online database. The database is available online for fellow researchers to investigate and potentially build upon.","2023-12-01","2025-10-26 22:29:04","2025-10-26 22:29:04","","","","","232","","","","","","","","PERGAMON-ELSEVIER SCIENCE LTD","","English","","","","","","","Place: THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, ENGLAND Type: Article","","","","Fraud detection; Decision making; Analytical challenges; Fraud analytics; Machine learning applications","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6FZEIVDT","journalArticle","2025","Vilella, Salvatore; Capozzi, Arthur; Fornasiero, Marco; Moncalvo, Dario; Ricci, Valeria; Ronchiadin, Silvia; Ruffo, Giancarlo","Weirdnodes: centrality based anomaly detection on temporal networks for the anti-financial crime domain","APPLIED NETWORK SCIENCE","","","10.1007/s41109-025-00702-1","","Analyzing the financial domain presents significant challenges, particularly due to the lack of publicly available data and the limited opportunities for the scientific community to test methods and algorithms on real datasets. This paper explores the application of network analysis to the Anti-Financial Crime (AFC) domain, leveraging a large dataset of over 80 million cross-border wire transfers. Our goal is to detect outliers potentially involved in malicious activities, in alignment with financial regulations. We address this problem with WeirdNodes, a centrality-based methodology for ranked anomaly detection in temporal networks. Unlike many existing approaches that rely on rule-based algorithms or general machine learning models, WeirdNodes harnesses the evolving structure and relationships within financial transaction networks. By focusing on minimal disruptions in otherwise stable ecosystems-such as those built upon large set of international financial transactions-our approach tracks the temporal evolution of centrality-based rankings. This enables the detection of abrupt role shifts, signaling anomalies that warrant further investigation by domain experts. Beyond anomaly detection, this analysis represents a step toward automating AFC and Anti-Money Laundering (AML) processes, equipping AFC officers with a comprehensive, top-down perspective to enhance their efforts. By providing a bird's eye view of financial data, our approach mitigates the risk of overlooking complex behaviors that single-node or narrowly focused transactional analyses may fail to detect.","2025-04-28","2025-10-26 22:29:04","2025-10-26 22:29:04","","","","1","10","","","","","","","","SPRINGERNATURE","","English","","","","","","","Place: CAMPUS, 4 CRINAN ST, LONDON, N1 9XW, ENGLAND Type: Article","","","","Anomaly detection; Financial graphs; Network analysis; Node rankings","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8PJZ6A4B","journalArticle","2025","Aruleba, Idowu; Sun, Yanxia","An Improved Ensemble Method With Data Resampling for Credit Risk Prediction","IEEE ACCESS","","2169-3536","10.1109/ACCESS.2025.3563432","","The increasing complexity and dynamic nature of financial data present significant challenges in accurately predicting credit risk, a critical task in the banking and finance sector. The application of machine learning (ML) in credit risk prediction has been hindered by the imbalanced nature of credit datasets. This study proposes an improved approach for predicting credit risk using a stacked ensemble method combined with a hybrid data resampling technique. The ensemble comprises random forests, logistic regression, and a convolutional neural network (CNN) as base learners, with the multilayer perceptron (MLP) serving as a meta-learner. To address the data imbalance, the Synthetic Minority Over-sampling Technique and Edited Nearest Neighbors (SMOTE-ENN) technique were applied. The proposed approach is benchmarked against other well-performing classifiers, including random forest, logistic regression, MLP, and CNN. The integration of hybrid data resampling with a robust stacking ensemble significantly enhanced credit risk prediction, with the proposed approach achieving sensitivity and specificity of 0.921 and 0.946 for the Australian dataset and 0.928 and 0.891 for the German dataset. Also, the stacked classifier achieved a sensitivity and specificity of 0.000 and 1.000 before data resampling for the Credit Risk Classification dataset with an accuracy of 0.7644. After data resampling, the accuracy, sensitivity, and specificity are 0.8056, 0.7989 and 0.8125, respectively. On the other hand, using the credit risk analysis for the extended banking loans dataset, the accuracy, sensitivity and specificity of the stacked classifier before data resampling are 0.8429, 0.6316, and 0.9216, respectively. After data resampling, the accuracy, sensitivity and specificity scores of the stacked classifier trained using the credit risk analysis for the extended banking loans dataset are 0.9632, 1.0000, and 0.9242, respectively. This shows that after data resampling, the performance of the stacked classifier trained using the credit risk analysis for the extended banking loans dataset outperformed other models.","2025","2025-10-26 22:29:04","2025-10-26 22:29:04","","71275-71287","","","13","","","","","","","","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","","English","","","","","","","Place: 445 HOES LANE, PISCATAWAY, NJ 08855-4141 USA Type: Article","","","","Banking; Data models; machine learning; Predictive models; Convolutional neural networks; Accuracy; Ensemble learning; Logistic regression; Random forests; random forest; CNN; MLP; ensemble learning; Credit risk; Employment; Sensitivity and specificity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7NSY3GF8","journalArticle","2024","Tsai, Min-Yan; Cho, Hsin-Hung; Yu, Chia-Mu; Chang, Yao-Chung; Chao, Han-Chieh","Effective Adversarial Examples Identification of Credit Card Transactions","IEEE IN℡LIGENT SYSTEMS","","1541-1672","10.1109/MIS.2024.3378923","","Credit cards are currently a prevalent method of transactions. However, credit cards are susceptible to forgery, leading to numerous cases of fraud. Such actions result in financial losses for consumers, merchants, and banks. Detecting a large number of well-crafted counterfeit credit cards is often challenging through manual means. As a result, much research has been focused on employing artificial intelligence (AI) to achieve high detection performance. However, the accuracy of these AI-based methods may be challenged by attack techniques using adversarial examples. To address this issue, this article utilizes neuron activation status distribution and deep neural networks as detection tools. Furthermore, the experiments employ three methods to generate adversarial examples, showcasing the effectiveness of the proposed detection approach. This ultimately aims to safeguard the rights of credit card users.","2024-08","2025-10-26 22:29:04","2025-10-26 22:29:04","","50-59","","4","39","","","","","","","","IEEE COMPUTER SOC","","English","","","","","","","Place: 10662 LOS VAQUEROS CIRCLE, PO BOX 3014, LOS ALAMITOS, CA 90720-1314 USA Type: Article","","","","Finance; Fraud; Data models; Credit cards; Intelligent systems; Electronic commerce; Adversarial machine learning; Identity theft; Perturbation methods","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2SG3NVEH","journalArticle","2024","Van Belle, Rafael; De Weerdt, Jochen","SHINE: A Scalable Heterogeneous Inductive Graph Neural Network for Large Imbalanced Datasets","IEEE TRANSACTIONS ON KNOWLEDGE AND DATA ENGINEERING","","1041-4347","10.1109/TKDE.2024.3381240","","Research interest in machine learning (ML) for graphs has skyrocketed in recent years. However, non-euclidean graph structures inhibit the application of traditional ML algorithms. Consequently, scholars introduced graph learning algorithms tailored to network data, such as graph neural networks (GNNs). Most GNNs are designed for homogeneous and homophilous graphs and are evaluated on small, static, and balanced datasets, deviating from real-world conditions and industry applications. This paper introduces SHINE, a scalable heterogeneous inductive GNN for large imbalanced datasets. SHINE addresses four key challenges: scalability, network heterogeneity, inductive learning on dynamic graphs, and imbalanced node classification. SHINE comprises three core components: 1) a sampler based on nearest-neighbor (NN) search, 2) a heterogeneous GNN (HGNN) layer with a novel relationship aggregator, and 3) aggregator functions tailored to skewed class distributions. The components of SHINE are evaluated on benchmark datasets, while the integrated benefits of SHINE are demonstrated on two fraud detection datasets.","2024-09","2025-10-26 22:29:04","2025-10-26 22:29:04","","4904-4915","","9","36","","","","","","","","IEEE COMPUTER SOC","","English","","","","","","","Place: 10662 LOS VAQUEROS CIRCLE, PO BOX 3014, LOS ALAMITOS, CA 90720-1314 USA Type: Article","","/Users/damaral/Zotero/storage/PKBZX9EI/Van Belle and De Weerdt - 2024 - SHINE A Scalable Heterogeneous Inductive Graph Neural Network for Large Imbalanced Datasets.pdf","","Fraud; Class imbalance; Classification algorithms; Training; fraud detection; Self-supervised learning; Heuristic algorithms; graph neural network (GNN); heterogeneous graph; Image edge detection; inductive node classification","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ETIZ7YRP","journalArticle","2025","Frehner, Robin; Stockinger, Kurt","Applying quantum autoencoders for time series anomaly detection","QUANTUM MACHINE IN℡LIGENCE","","2524-4906","10.1007/s42484-025-00285-1","","Anomaly detection is an important problem with applications in various domains such as fraud detection, pattern recognition, or medical diagnosis. Several algorithms have been introduced using classical computing approaches. However, using quantum computing for solving anomaly detection problems in time series data is a widely unexplored research field. This paper explores the application of quantum autoencoders to time series anomaly detection. We investigate two primary techniques for classifying anomalies: (1) Analyzing the reconstruction error generated by the quantum autoencoder and (2) latent representation analysis. Our simulated experimental results, conducted across various ansaetze, demonstrate that quantum autoencoders consistently outperform classical deep learning-based autoencoders across multiple datasets. Specifically, quantum autoencoders achieve superior anomaly detection performance while utilizing 60-230 times fewer parameters and requiring five times fewer training iterations. In addition, we implement our quantum encoder on real quantum hardware. Our experimental results demonstrate that quantum autoencoders achieve anomaly detection performance on par with their simulated counterparts.","2025-06","2025-10-26 22:29:04","2025-10-26 22:29:04","","","","1","7","","","","","","","","SPRINGERNATURE","","English","","","","","","","Place: CAMPUS, 4 CRINAN ST, LONDON, N1 9XW, ENGLAND Type: Article","","","","Quantum computing; Quantum machine learning; Quantum autoencoder; Time series anomaly detection","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EYFJZSDD","journalArticle","2025","Fetaji, Bekim; Fetaji, Majlinda; Hasan, Affan; Rexhepi, Shpetim; Armenski, Goce","FRAUD-X: An Integrated AI, Blockchain, and Cybersecurity Framework With Early Warning Systems for Mitigating Online Financial Fraud: A Case Study From North Macedonia","IEEE ACCESS","","2169-3536","10.1109/ACCESS.2025.3547285","","Online financial fraud remains a pervasive threat, incurring billions of dollars in global losses annually. Mid-sized markets, such as North Macedonia, face acute challenges as digital adoption in the Banking, Financial Services, and Insurance (BFSI) sector outpaces the establishment of robust, multi-layered security systems. This paper introduces FRAUD-X, a unified framework merging artificial intelligence (AI)-based anomaly detection, blockchain-driven transaction verification, cybersecurity intrusion detection, and real-time early warning mechanisms into a single pipeline. Drawing upon three datasets-a Credit Card Fraud dataset (Kaggle), the PaySim Mobile Money dataset, and collected 50,000 anonymized local BFSI transactions from North Macedonia-FRAUD-X demonstrates a similar to 2-4% improvement in F1 compared to single-plane AI approaches, with similar to 90% recall for zero-day threats. Key enhancements include: 1) a permissioned blockchain for tamper-proof ledger entries, 2) synergistic AI-cybersecurity integration for dynamic risk scoring, and 3) real-time alerts that reduce reaction windows from hours to mere minutes. The framework runs at similar to 15-16 ms per transaction (similar to 33% CPU usage), supporting near-real-time BFSI operations. Ablation studies confirm that each synergy layer (blockchain, cybersecurity, and early warning) significantly contributes to overall performance. A security analysis illustrates how FRAUD-X mitigates node compromise, collusion attempts, and advanced persistent threats (APT). By providing a replicable roadmap that balances high detection accuracy with operational feasibility, FRAUD-X offers practical value to BFSI entities in North Macedonia and comparable mid-scale markets.","2025","2025-10-26 22:29:04","2025-10-26 22:29:04","","48068-48082","","","13","","","","","","","","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","","English","","","","","","","Place: 445 HOES LANE, PISCATAWAY, NJ 08855-4141 USA Type: Article","","","","Finance; Artificial intelligence; Computer security; Anomaly detection; Fraud; Real-time systems; Blockchains; Accuracy; Pipelines; artificial intelligence; cybersecurity; Financial fraud detection; blockchain consensus mechanisms; early warning systems; Merging; multi-modal framework; security analyses","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BYJ8XWR4","journalArticle","2023","Islam, Md Amirul; Uddin, Md Ashraf; Aryal, Sunil; Stea, Giovanni","An ensemble learning approach for anomaly detection in credit card data with imbalanced and overlapped classes","JOURNAL OF INFORMATION SECURITY AND APPLICATIONS","","2214-2126","10.1016/j.jisa.2023.103618","","Electronic payment methods have become increasingly popular for business transactions, both online and in person, across the globe. Anomalies like online fraud and default payments, which can result in substantial financial losses, have become more common as the usage of credit cards in online purchases has increased. To address this issue, researchers have explored various machine learning models and their ensemble techniques for detecting anomalies in credit card transaction data. However, detecting anomalies in this data can be challenging due to overlapping class samples and an imbalanced class distribution. Therefore, the detection rate of anomalies from minority class samples is relatively low, and general learning algorithms can be biased towards the majority class samples. In this paper, we propose a model called Credit Card Anomaly Detection (CCAD) that leverages the base learners paradigm and meta-learning ensemble techniques to improve the detection rate of credit card anomalies. We utilize four outlier detection algorithms as base learners and XGBoost algorithm as meta learner in the proposed stacked ensemble approach to detect anomaly in credit card transactions. We apply stratified sampling technique and k-fold cross-validation process to address the issues of data imbalance and overfitting. In addition, the discordance rate is calculated to enhance the accuracy of ensemble learning performances. The proposed model is trained and tested using two datasets: CCF (Credit Card Fraud) and CCDP (Credit Card Default Payment). Experimental results demonstrate that our approach outperforms existing approaches, particularly in detecting anomalies from the minority class instances of these datasets.","2023-11","2025-10-26 22:29:04","2025-10-26 22:29:04","","","","","78","","","","","","","","ELSEVIER","","English","","","","","","","Place: RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS Type: Article","","","","Anomaly detection; Credit card; Ensemble; Meta-learning; Classification; Base learner","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X2EWCQNC","journalArticle","2024","Sivasubramanian, Sachin Velloor; Skillicorn, David","Predicting fraud in MD&A sections using deep learning","JOURNAL OF BUSINESS ANALYTICS","","2573-234X","10.1080/2573234X.2024.2342773","","Conventional data analytic techniques have been successfully applied to detecting fraud in the Management's Discussion and Analysis sections of company filings mandated by the SEC. Here, we investigate whether fraud detection can be improved by applying deep learning techniques. We build 18 deep learning models and compare their performance on a set of MD&A documents. The best-performing model achieved an accuracy of 91% and an F1-score of 77%, only slightly better than a conventional XGBoost predictor that achieved an accuracy of 91% and an F1-score of 73%. Of the deep learning models, the transformer, those incorporating attention mechanisms, and convolutional neural networks performed well; somewhat surprisingly, sequential models such as LSTMs did not.","2024-07-02","2025-10-26 22:29:04","2025-10-26 22:29:04","","197-206","","3","7","","","","","","","","TAYLOR & FRANCIS LTD","","English","","","","","","","Place: 2-4 PARK SQUARE, MILTON PARK, ABINGDON OR14 4RN, OXON, ENGLAND Type: Article","","/Users/damaral/Zotero/storage/KCI7LCUM/Sivasubramanian and Skillicorn - 2024 - Predicting fraud in MD&A sections using deep learning.pdf","","machine learning; deep learning; company filings; Fraud prediction; SEC; text analytics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZWPJQA8W","journalArticle","2025","Karnavou, Evgenia; Cascavilla, Giuseppe; Marcelino, Goncalo; Geradts, Zeno","I know you're a fraud: Uncovering illicit activity in a Greek bank transactions with unsupervised learning","EXPERT SYSTEMS WITH APPLICATIONS","","0957-4174","10.1016/j.eswa.2025.128148","","In recent years, the banking industry has undergone a significant transformation driven by the digitization of payments, which has led to a rise in financial and credit card fraud. Financial institutions face tremendous losses yearly in trying to mitigate this threat. Machine and deep learning techniques have become the spotlight in this ongoing battle, emerging as a very promising solution that many financial institutions are now actively adopting. Supervised methods (such as SVM, random forest, Markov models, etc.) have been widely studied in credit card fraud detection scenarios. However, their effectiveness is hindered by the need for labeled instances, which are both expensive and difficult to come by, and their lower performance when attempting to detect unknown attack patterns. On the other hand, unsupervised techniques do not require labeled instances and have proven to be effective in discovering new and evolving fraud patterns. This research paper employs a confidential industrial dataset composed of transactions made by cardholders of a Greek bank. We utilize two machine learning models, Isolation Forest, One-class SVM, and a deep neural autoencoder, to detect unsupervised anomalies in credit card data. This work introduces a novel approach to performing anomaly detection since our two machine learning models are trained on a per-cardholder basis, where a separate model is trained for each cardholder in our dataset. Moreover, the autoencoder is employed to identify frauds across the entire dataset, effectively acting as a generalized anomaly detection model. Finally, we examine the use of genetic algorithms for feature selection and additionally incorporate Shapley Additive Explanations (SHAP) to promote interpretability and transparency. Experimental results demonstrate the superiority of the autoencoder in comparison to the machine learning models in this anomaly detection scenario and stress the benefits of applying explainability tools such as SHAP to industrial models.","2025-09-01","2025-10-26 22:29:04","2025-10-26 22:29:04","","","","","288","","","","","","","","PERGAMON-ELSEVIER SCIENCE LTD","","English","","","","","","","Place: THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, ENGLAND Type: Article","","/Users/damaral/Zotero/storage/KD4TJFZ4/Karnavou et al. - 2025 - I know you're a fraud Uncovering illicit activity in a Greek bank transactions with unsupervised le.pdf","","Cybersecurity; Unsupervised learning; Machine learning; Fraud detection; Explainable AI; Bank trasactions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HUAJTAMM","journalArticle","2025","Rahnama, Seyed Mani","DeFiSentinel: AI-Enhanced Decentralized Finance Architecture With Advanced Cryptographic Smart Contracts for Data Integrity and Threat Resilience","IEEE ACCESS","","2169-3536","10.1109/ACCESS.2025.3568842","","The flexibility of Decentralized Finance (DeFi) has made it popular and fueled the rapid adoption. However, it introduces security vulnerabilities, fraud risks, and data integrity challenges that traditional financial frameworks fail to address. This paper presents DeFiSentinel, a novel AI-enhanced DeFi architecture that integrates Federated Learning (FL), Blockchain, and Cryptographic Smart Contracts to improve financial security and risk management. In this approach, the privacy-preserving risk assessment is done through FL, allowing multiple financial institutions to collaboratively train fraud detection models while maintaining the confidentiality of sensitive data. The integration of a deep neural network (DNN)-based fraud detection mechanism enhances real-time threat resilience. The blockchain-based anomaly detection and cryptographic smart contracts ensure data integrity and tamper-proof financial transactions through DeFiSentinel. According to the findings from the experimental analysis, the FL model achieves an MSE of 0.021 for risk assessment and an R-2 score of 0.96. The DNN-based fraud detection framework attains a precision of 92.4%, a recall of 91.1%, and an F1-score of 91.7%. Additionally, blockchain latency remains at an average of 3.70 seconds, while smart contract execution maintains low computational overhead. The results confirm that DeFiSentinel effectively mitigates fraud, enhances transaction security, and ensures regulatory compliance in decentralized financial ecosystems. The findings pave the way for scalable, secure, and efficient financial transactions in DeFi, with future work focusing on optimizing scalability and regulatory adaptation.","2025","2025-10-26 22:29:04","2025-10-26 22:29:04","","83107-83122","","","13","","","","","","","","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","","English","","","","","","","Place: 445 HOES LANE, PISCATAWAY, NJ 08855-4141 USA Type: Article","","","","Finance; Artificial intelligence; Risk management; Fraud; Federated learning; Blockchains; Data integrity; Mathematical models; federated learning; DeFi; AI-driven fraud detection; blockchain security; Decentralized applications; Decentralized finance; FL; smart contracts; Smart contracts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NNRXXWAF","journalArticle","2024","Eldahshan, Kamal A.; Abutaleb, Gaber E.; Elemary, Berihan R.; Ebeid, Ebeid A.; Alhabshy, AbdAllah A.","An optimized intelligent open-source MLaaS framework for user-friendly clustering and anomaly detection","JOURNAL OF SUPERCOMPUTING","","0920-8542","10.1007/s11227-024-06420-2","","As data grow exponentially, the demand for advanced intelligent solutions has become increasingly urgent. Unfortunately, not all businesses have the expertise to utilize machine learning algorithms effectively. To bridge this gap, the present paper introduces a cost-effective, user-friendly, dependable, adaptable, and scalable solution for visualizing, analyzing, processing, and extracting valuable insights from data. The proposed solution is an optimized open-source unsupervised machine learning as a service (MLaaS) framework that caters to both experts and non-experts in machine learning. The framework aims to assist companies and organizations in solving problems related to clustering and anomaly detection, even without prior experience or internal infrastructure. With a focus on several clustering and anomaly detection techniques, the proposed framework automates data processing while allowing user intervention. The proposed framework includes default algorithms for clustering and outlier detection. In the clustering category, it features three algorithms: k-means, hierarchical clustering, and DBScan clustering. For outlier detection, it includes local outlier factor, K-nearest neighbors, and Gaussian mixture model. Furthermore, the proposed solution is expandable; it may include additional algorithms. It is versatile and capable of handling diverse datasets by generating separate rapid artificial intelligence models for each dataset and facilitating their comparison rapidly. The proposed framework provides a solution through a representational state transfer application programming interface, enabling seamless integration with various systems. Real-world testing of the proposed framework on customer segmentation and fraud detection data demonstrates that it is reliable, efficient, cost-effective, and time-saving. With the innovative MLaaS framework, companies may harness the full potential of business analysis.","2024-12","2025-10-26 22:29:04","2025-10-26 22:29:04","","26658-26684","","18","80","","","","","","","","SPRINGER","","English","","","","","","","Place: VAN GODEWIJCKSTRAAT 30, 3311 GZ DORDRECHT, NETHERLANDS Type: Article","","","","Anomaly detection; Fraud detection; Clustering; Business analysis; Machine learning as a service; Unsupervised machine learning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
